"priority","pdfIndex","packId","category","question","pdfAnswer","packAnswer","sourcePriority","recommendedAction","aiSuggestedDecision","aiConfidence","aiReason","humanNeedsReview","reviewerDecision","notes"
"P1_EXACT_QUESTION_WRONG_ANSWER","7","q_3dfa148d","Geral","¿Qué podemos decir de las lesiones traumáticas?","• Que tienen un origen violento. • Que tienen como protagonista principal un elemento externo. • Que los conductores profesionales están expuestos a ellas. • Todas las respuestas anteriores son correctas.","Que tienen un origen violento.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 14% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","8","q_a8bdcb29","Seguridad vial","¿Qué se incluye en la categoría de accidentes de trabajo?","• Los accidentes laborales. • Los accidentes ""in itinere"". • Las enfermedades padecidas con anterioridad al accidente que se agraven como consecuencia del mismo. • Todas las respuestas anteriores son correctas.","Los accidentes laborales.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 12% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","9","q_c4005807","Salud y ergonomía","¿Qué son enfermedades profesionales?","• Aquellas que presentan relación con una determinada rama de actividad. • Aquellas que tienen un nivel alto de ocurrencia entre los trabajadores de una rama de actividad. • Las respuestas A y C son correctas.","Aquellas que presentan relación con una determinada rama de actividad.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 33% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","10","q_99ecdb0f","Geral","¿Qué son lesiones traumáticas?","• Las de origen violento. • Las que aparece como protagonista principal un elemento externo. • Las respuestas B y C son correctas.","Las de origen no violento.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 20% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","12","q_cd4a9d06","Seguridad vial","Entre los tipos de accidente laboral que tienen los trabajadores de empresas de transporte, ¿cuáles son los que con más frecuencia tienen consecuencias mortales?","• Los atropellos. • Las caídas de personas a diferente nivel. • Las respuestas A y C son correctas.","Los atropellos.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer only 14 chars — appears incomplete. PDF answer is authoritative.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","14","q_902fd886","Geral","Es un elemento imprescindible de un sistema de prevención:","• la formación de los trabajadores sobre los riesgos que conlleva su tarea. • la información de los trabajadores sobre los riesgos que conlleva su tarea. • Las respuestas A y B son correctas.","la formación de los trabajadores sobre los riesgos que conlleva su tarea.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 38% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","15","q_698a97a1","Geral","La caída de los objetos al manipularlos puede venir derivada de:","un apilamiento incorrecto.","una carga adecuada de la maquinaria que efectúa la manipulación.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Very different answers (token overlap 0%). Pack answer likely wrong — PDF is authoritative source.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","19","q_16350c72","Normativa de transportes","Las actividades de prevención de riesgos laborales son una obligación para:","• los trabajadores. • los empresarios. • Las respuestas A y B son correctas.","los trabajadores.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 22% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","23","q_5ff20896","Mecánica y mantenimiento","Las causas de los incendios en los vehículos suelen estar relacionadas con:","• circuitos eléctricos de los vehículos en mal estado. • fugas de combustible. • calentamiento del motor. • Todas las respuestas anteriores son correctas.","circuitos eléctricos de los vehículos en mal estado.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 34% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","24","q_5a96f3a6","Normativa de transportes","Las empresas de transporte, al tomar medidas preventivas adecuadas, producen una serie de efectos positivos adicionales. ¿Cuál es uno de ellos?","• Mayor motivación de los trabajadores. • Mejores relaciones laborales. • Incremento de la satisfacción en el puesto de trabajo. • Todas las respuestas anteriores son correctas.","Mayor motivación de los trabajadores.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 21% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","31","q_5fc69cc5","Geral","Los movimientos rutinarios y repetidos de subir o bajar del vehículo:","• se pueden convertir en motivo de lesiones. • se pueden convertir en motivo de accidentes. • Las respuestas A y B son correctas.","se pueden convertir en motivo de lesiones.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 33% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","34","q_b0471c79","Seguridad vial","En las estadísticas de accidentes de tráfico, el índice de mortalidad hace referencia al número:","de fallecidos respecto del número de kilómetros recorridos.","de accidentes con víctimas por cada 100 millones de km recorridos.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Very different answers (token overlap 11%). Pack answer likely wrong — PDF is authoritative source.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","42","q_7a785f08","Normativa de transportes","Para que una dolencia sea considerada enfermedad profesional:","• debe estar expresamente reconocida como tal por las autoridades sanitarias. • debe aparecer incluida en el cuadro que aprueban las autoridades sanitarias a tales efectos. • Las respuestas A y B son correctas.","debe estar expresamente reconocida como tal por las autoridades sanitarias.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 36% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","46","q_18ffe40d","Geral","Una finalidad de las actividades de prevención de riesgos laborales es:","• detectar y evaluar los riesgos que no son evitables. • evitar los riesgos evitables. • Las respuestas B y C son correctas.","evitar los riesgos que son inevitables.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 31% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","87","q_95f93a4f","Seguridad vial","En el sector del transporte, ¿cuál de los siguientes accidentes de trabajo es más frecuente?","Golpes con herramientas y otros objetos.","Atropellos por vehículos y maquinaria auxiliar.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","MEDIUM","Short answers with low token overlap (0%). May be synonymous phrasing — PDF preferred but human confirmation advised.","true","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","127","q_1e75018b","Seguridad vial","Se puede considerar como accidentes de trabajo con forma no traumática a:","• las enfermedades cardiovasculares. • las enfermedades cerebrovasculares. • los derrames cerebrales. • Todas las respuestas anteriores son correctas.","las enfermedades cardiovasculares.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 23% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","141","q_4832fca1","Normativa de transportes","¿Cuál de las siguientes enfermedades no está reconocida como enfermedad profesional en el sector del transporte?","Parálisis facial.","Tortícolis producida por mirar al retrovisor externo con frecuencia.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","NEEDS_EXPERT","LOW","Question asks to select from a list — pack may have had different option set. Cannot assume PDF answer maps to same option.","true","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","159","q_ab596b3c","Geral","¿Cuáles son los principales riesgos asociados a la actividad de transporte?","Accidentes en operaciones de carga y descarga y de mantenimiento de los vehículos.","Los accidentes derivados del transporte de mercancías perecederas.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Very different answers (token overlap 10%). Pack answer likely wrong — PDF is authoritative source.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","162","q_e541d179","Seguridad vial","¿Cuál de los siguientes es un accidente laboral que afecta a los trabajadores de empresas de transporte?","• Sobreesfuerzos. • Caída de personas al mismo nivel. • Exposición continuada a vibraciones. • Todas las respuestas anteriores son correctas.","Sobreesfuerzos.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer only 14 chars — appears incomplete. PDF answer is authoritative.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","163","q_20905ed9","Normativa de transportes","¿Cuál es una enfermedad profesional reconocida en el sector transporte?","• Sordera provocada por el ruido. • Enfermedades osteoarticulares por vibraciones mecánicas. • Las respuestas A y B son correctas.","Sordera provocada por el ruido.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 24% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","171","q_5b0ac493","Seguridad vial","¿Cuál puede ser la causa de un accidente producido por una descarga eléctrica?","• Cables y enchufes defectuosos. • Contacto de la carga del vehículo con tendidos eléctricos. • Las respuestas A y C son correctas.","Cables y enchufes defectuosos.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 23% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","176","q_006b2ec9","Salud y ergonomía","¿Qué conductas pueden dar lugar a problemas de salud?","• Mantenimiento continuado de posturas sedentarias y forzadas. • Alteraciones de los ritmos de la digestión. • Alteraciones de los ritmos del sueño. • Todas las respuestas anteriores son correctas.","Mantenimiento continuado de posturas sedentarias y forzadas.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 31% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","177","q_ebb8c740","Seguridad vial","Si no hay colisión, ¿cuándo se considera implicado un vehículo en un accidente de circulación?","• Cuando, como consecuencia del accidente, ha resultado muerto o herido el conductor. • Cuando ha estado parado de forma peligrosa, de modo que ha constituido uno de los factores del accidente. • Cuando el comportamiento del conductor es uno de los factores que ha provocado el accidente. • Todas las respuestas anteriores son correctas.","Cuando, como consecuencia del accidente, ha resultado muerto o herido el conductor.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 24% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","227","q_a57712f8","Geral","¿Cuál es la finalidad de las actividades de prevención de riesgos laborales?","Evitar los riesgos que son evitables y evaluar los que no lo son.","Evitar las enfermedades profesionales.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","MEDIUM","Answers differ in phrasing (token overlap 17%). PDF answer is more complete/official — review to confirm.","true","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","236","q_7dd49541","Salud y ergonomía","¿Qué factores pueden producir estrés en el conductor profesional?","La necesidad de cumplir los horarios preestablecidos.","Cumplir los tiempos de conducción y descanso.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Very different answers (token overlap 14%). Pack answer likely wrong — PDF is authoritative source.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","239","q_39f198fc","Seguridad vial","En las estadísticas de accidentes de circulación, el índice de gravedad hace referencia:","a indicadores que comparan el número de fallecidos con el número de accidentes.","al número de fallecidos por cada 100 millones de km recorridos.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","MEDIUM","Answers differ in phrasing (token overlap 25%). PDF answer is more complete/official — review to confirm.","true","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","3","q_915b1413","Carga y logística","¿Con qué se pueden mecanizar los procesos de manipulación de cargas?","• Paletización de bultos. • Carretillas elevadoras. • Cintas de transporte. • Todas las respuestas anteriores son correctas.","Paletización de bultos.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 18% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","9","q_673252a5","Geral","¿Qué debe tener la cabina de conducción de un vehículo?","Reducción al máximo posible de los ruidos procedentes del propio vehículo y del tráfico en general.","Un buen sistema de calefacción, pero no de aire acondicionado.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Very different answers (token overlap 0%). Pack answer likely wrong — PDF is authoritative source.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","14","q_b1993b34","Conducción racional","¿Qué se debe evitar colocar en el espacio de conducción?","• Adornos colgados del espejo retrovisor. • Pegatinas en los cristales. • Las respuestas A y B son correctas.","Adornos colgados del espejo retrovisor.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 36% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","21","q_115e5104","Salud y ergonomía","La Ergonomía proporciona recomendaciones respecto de los diferentes aspectos del trabajo. ¿Cuál es una de esas recomendaciones?","• Posturas. • Movimientos y esfuerzos. • Las respuestas A y C son correctas.","Posturas.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer only 8 chars — appears incomplete. PDF answer is authoritative.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","22","q_879f162b","Salud y ergonomía","La postura correcta para manipular una carga debe incluir:","tener el bulto tan cerca del cuerpo como sea posible.","mantener las rodillas rígidas.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Very different answers (token overlap 0%). Pack answer likely wrong — PDF is authoritative source.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","25","q_d0858ea1","Geral","Los equipos de protección individual del trabajador deberán comercializarse siempre marcados y acompañados de:","instrucciones de uso.","las pilas para su funcionamiento.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","MEDIUM","Short answers with low token overlap (0%). May be synonymous phrasing — PDF preferred but human confirmation advised.","true","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","28","q_e2cfc5ec","Salud y ergonomía","Como medida de prevención de riesgos para el conductor, es importante que el respaldo de su asiento en el vehículo:","cubra completamente la espalda.","sea muy mullido.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","MEDIUM","Short answers with low token overlap (0%). May be synonymous phrasing — PDF preferred but human confirmation advised.","true","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","35","q_bc7652d0","Geral","El espacio y los medios de trabajo deben ser concebidos teniendo en cuenta:","• la altura a la que se realiza el trabajo. • el asiento en el que se realiza el trabajo. • las medidas del cuerpo humano. • Todas las respuestas anteriores son correctas.","la altura a la que se realiza el trabajo.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 24% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","42","q_8ba1126f","Geral","En el puesto de conducción, es importante tener en cuenta:","• la reducción al máximo de los ruidos en el vehículo. • conseguir una temperatura ideal dentro del vehículo. • conseguir una visibilidad plena de la carretera, de los espejos retrovisores y de los instrumentos indicadores. • Todas las respuestas anteriores son correctas.","la reducción al máximo de los ruidos en el vehículo.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 19% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","43","q_9900faa1","Geral","En el puesto de conducción, la temperatura es un factor a tener en cuenta:","En todo momento, es necesario mantener una temperatura ideal.","sólo en verano.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer only 14 chars — appears incomplete. PDF answer is authoritative.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","48","q_1051bb53","Salud y ergonomía","Según la Ergonomía, en el lugar de trabajo debe cuidarse:","• la temperatura. • la iluminación. • la renovación del aire. • Todas las respuestas anteriores son correctas.","la temperatura.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer only 14 chars — appears incomplete. PDF answer is authoritative.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","49","q_592727ad","Seguridad vial","Señale la respuesta correcta respecto a los equipos de protección individual.","• Se pueden clasificar en función del riesgo que contrarrestan. • Se aplican para disminuir las lesiones del trabajador. • Se pueden clasificar en función de la parte del cuerpo que protegen. • Todas las respuestas anteriores son correctas.","Se pueden clasificar en función del riesgo que contrarrestan.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","NEEDS_EXPERT","LOW","Question asks to select from a list — pack may have had different option set. Cannot assume PDF answer maps to same option.","true","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","51","q_4f9f742f","Geral","Son equipos de protección individual de las vías respiratorias:","• los equipos aislantes de aire libre. • los equipos de submarinismo. • los equipos respiratorios con máscara amovible para soldadura. • Todas las respuestas anteriores son correctas.","los equipos aislantes de aire libre.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 20% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","70","q_11eb01a9","Seguridad vial","Señale la afirmación incorrecta con relación al puesto de conducción.","El asiento debe estar lo más separado posible, aunque haya que estirarse.","El respaldo debe contar con reposacabezas.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","NEEDS_EXPERT","LOW","Question asks to select from a list — pack may have had different option set. Cannot assume PDF answer maps to same option.","true","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","79","q_f94140c2","Geral","¿Cuál de las siguientes conductas no es correcta para trabajar de pie?","Es conveniente trabajar mejor sobre asfalto que sobre madera pues es más rígido.","Si hay que inclinarse, se flexionarán las rodillas.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","NEEDS_EXPERT","LOW","Question asks to select from a list — pack may have had different option set. Cannot assume PDF answer maps to same option.","true","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","84","q_60790e2c","Carga y logística","El tipo de esfuerzo requerido para el manejo de la carga del vehículo influye en el nivel de riesgo. Así, es más segura la manipulación que exija:","no realizar esfuerzos.","esfuerzos escalonados.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","MEDIUM","Answers differ in phrasing (token overlap 33%). PDF answer is more complete/official — review to confirm.","true","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","86","q_274927e6","Geral","¿Cómo debe ser el medio en el que se realiza la actividad laboral?","Con ausencia de ruidos.","Un espacio de trabajo amplio.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","MEDIUM","Short answers with low token overlap (0%). May be synonymous phrasing — PDF preferred but human confirmation advised.","true","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","100","q_f7527395","Salud y ergonomía","¿Cuáles son los objetivos de la Ergonomía en el ámbito laboral?","• Diseñar las máquinas pensando en la mayor seguridad y eficacia. • Configurar los puestos de trabajo de modo que permitan una postura no perjudicial. • Adaptar el entorno de trabajo a las necesidades humanas. • Todas las respuestas anteriores son correctas.","Diseñar las máquinas pensando en la mayor seguridad y eficacia.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 24% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","103","q_f33fda9a","Salud y ergonomía","¿Cuál es la ciencia fundamental por su aportación a la Ergonomía?","• Anatomía. • Fisiología humana. • Psicología. • Todas las respuestas anteriores son correctas.","Anatomía.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer only 8 chars — appears incomplete. PDF answer is authoritative.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","107","q_4a4dd070","Salud y ergonomía","¿Con qué ciencia trabaja la Ergonomía?","• Anatomía. • Psicología. • Fisiología. • Todas las respuestas anteriores son correctas.","Anatomía.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer only 8 chars — appears incomplete. PDF answer is authoritative.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","110","q_f3083eb4","Salud y ergonomía","¿Qué circunstancias no favorecen la aparición de molestias en la espalda de los conductores?","El buen funcionamiento del sistema de suspensión del vehículo.","Diseño defectuoso del asiento.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Very different answers (token overlap 0%). Pack answer likely wrong — PDF is authoritative source.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","126","q_8086017a","Seguridad vial","¿Qué medidas es necesario establecer para tener una visibilidad plena de la carretera?","Evitar la colocación de objetos que impidan una correcta visibilidad.","Colocar un adorno colgado del espejo retrovisor.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Very different answers (token overlap 0%). Pack answer likely wrong — PDF is authoritative source.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","132","q_63bda9e9","Mecánica y mantenimiento","¿Qué tipo de suelo es capaz de absorber y amortiguar parte del peso del cuerpo?","Moqueta.","Cemento.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","MEDIUM","Short answers with low token overlap (0%). May be synonymous phrasing — PDF preferred but human confirmation advised.","true","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","134","q_453c645c","Geral","¿Por qué no es recomendable saltar desde la cabina del vehículo al suelo para bajar?","• Perjudica la columna. • Perjudica las articulaciones de la rodilla. • Perjudica las articulaciones de los tobillos. • Todas las respuestas anteriores son correctas.","Perjudica la columna.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 12% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","4","q_0083f706","Geral","¿Qué funciones cumplen los nutrientes?","• Conseguir la energía necesaria para realizar las funciones vitales. • Formar y mantener órganos. • Regular todos los procesos que tienen lugar en nuestro organismo. • Todas las respuestas anteriores son correctas.","Conseguir la energía necesaria para realizar las funciones vitales.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 31% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","10","q_e9cc20a8","Salud y ergonomía","Al tomar medicamentos:","debemos informarnos de los efectos secundarios que pueden producir.","podemos circular normalmente, sin preocupación.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Very different answers (token overlap 0%). Pack answer likely wrong — PDF is authoritative source.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","13","q_e7fd5ae4","Salud y ergonomía","La mezcla de medicamentos y alcohol:","puede producir reacciones imprevisibles y difícilmente controlables por el conductor.","es aconsejable ya que aumenta la efectividad de los medicamentos.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Very different answers (token overlap 0%). Pack answer likely wrong — PDF is authoritative source.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","18","q_56f9c61e","Geral","Los mareos y los desvanecimientos pueden provenir de:","una mala alimentación.","dormir más de ocho horas.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","MEDIUM","Short answers with low token overlap (0%). May be synonymous phrasing — PDF preferred but human confirmation advised.","true","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","21","q_64de9322","Salud y ergonomía","El estrés, en los conductores profesionales, ¿de qué puede ser consecuencia?","• Sobrecarga de trabajo. • Ritmo de vida acelerado. • Problemas de inseguridad o de frustración profesional. • Todas las respuestas anteriores son correctas.","Sobrecarga de trabajo.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 14% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","23","q_b648f5a1","Salud y ergonomía","Señale la respuesta correcta respecto a la toma de alcohol:","Altera y disminuye las aptitudes para la conducción.","Sirve para combatir el frío.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","NEEDS_EXPERT","LOW","Question asks to select from a list — pack may have had different option set. Cannot assume PDF answer maps to same option.","true","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","24","q_94b61504","Salud y ergonomía","Señale la respuesta correcta respecto a los microsueños:","• Son una reacción del organismo ante el déficit de sueño. • Hacen que durante un brevísimo espacio de tiempo se pierda la conciencia respecto a la carretera. • Son los causantes de muchos accidentes que se producen en tramos rectos con salida de la vía y no tienen una explicación clara. • Todas las respuestas anteriores son correctas.","Son una defensa del organismo por no dormir.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","NEEDS_EXPERT","LOW","Question asks to select from a list — pack may have had different option set. Cannot assume PDF answer maps to same option.","true","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","26","q_2a62a7f3","Geral","Si vamos a conducir, ¿qué es recomendable?","• Comidas no muy copiosas. • Comidas fáciles de digerir. • Una dieta rica en hidratos de carbono y pescado. • Todas las respuestas anteriores son correctas.","Comidas no muy copiosas.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 15% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
