"priority","pdfIndex","packId","category","question","pdfAnswer","packAnswer","sourcePriority","recommendedAction","aiSuggestedDecision","aiConfidence","aiReason","humanNeedsReview","reviewerDecision","notes"
"P3_NEAR_EXACT_WRONG_ANSWER","260","q_c1d0f4f6","Tacógrafo y tiempos","Según la reglamentación social europea, ¿puede un conductor iniciar un descanso semanal 5 días después del fin del anterior descanso semanal?","Sí.","No, puesto que debería iniciarlo antes de concluir el sexto día.","MANUAL_VARIANT_REVIEW","manual_review_variant","ACCEPT_PDF_ANSWER","MEDIUM","Opposing factual terms detected. Near-identical question but answer polarity inverted — likely pack error, but wording difference warrants review.","true","ACCEPT_PDF_ANSWER",""
"P3_NEAR_EXACT_WRONG_ANSWER","510","q_b8850097","Documentación","¿En qué plazo máximo deben superar el examen para la obtención del CAP los conductores que hayan realizado la formación inicial?","1 año.","6 meses.","MANUAL_VARIANT_REVIEW","manual_review_variant","ACCEPT_PDF_ANSWER","MEDIUM","Pack answer appears incomplete (7 chars vs PDF 5 chars). PDF preferred — confirm wording difference is minor.","true","ACCEPT_PDF_ANSWER",""
"P3_NEAR_EXACT_WRONG_ANSWER","527","q_3978d89a","Tacógrafo y tiempos","¿Cuántos modos de funcionamiento tiene un tacógrafo digital?","Cuatro.","Cuatro: operativo, de control, de calibrado y de empresa.","MANUAL_VARIANT_REVIEW","manual_review_variant","NEEDS_EXPERT","LOW","Near-identical question (sim=0.9655) with different but related answers (overlap 20%). Could be legitimate variant — requires subject-matter expert review.","true","ACCEPT_PACK_ANSWER",""
"P3_NEAR_EXACT_WRONG_ANSWER","1","q_c3025930","Seguridad vial","¿A quién causan un perjuicio económico los accidentes laborales?","• Al trabajador. • A la empresa del trabajador. • Al conjunto de la sociedad. • Todas las respuestas anteriores son correctas.","Al trabajador.","MANUAL_VARIANT_REVIEW","manual_review_variant","ACCEPT_PDF_ANSWER","MEDIUM","Pack answer appears incomplete (13 chars vs PDF 122 chars). PDF preferred — confirm wording difference is minor.","true","ACCEPT_PDF_ANSWER",""
"P3_NEAR_EXACT_WRONG_ANSWER","16","q_9fcb2fee","Salud y ergonomía","La fatiga y el estrés en la actividad de transporte se produce por:","• la prolongación de la jornada. • circunstancias del tráfico. • la responsabilidad añadida como consecuencia del objeto transportado. • Todas las respuestas anteriores son correctas.","la prolongación de la jornada.","MANUAL_VARIANT_REVIEW","manual_review_variant","ACCEPT_PDF_ANSWER","MEDIUM","Pack answer appears incomplete (29 chars vs PDF 179 chars). PDF preferred — confirm wording difference is minor.","true","ACCEPT_PDF_ANSWER",""
"P3_NEAR_EXACT_WRONG_ANSWER","22","q_e036b563","Geral","Las lesiones derivadas de un sobreesfuerzo en el trabajo pueden ser producidas","por: • movimientos repetitivos. • posturas de trabajo incorrectas. • manipulación inadecuada de la carga. • Todas las respuestas anteriores son correctas.","movimientos repetitivos.","MANUAL_VARIANT_REVIEW","manual_review_variant","ACCEPT_PDF_ANSWER","MEDIUM","Pack answer appears incomplete (23 chars vs PDF 149 chars). PDF preferred — confirm wording difference is minor.","true","ACCEPT_PDF_ANSWER",""
"P3_NEAR_EXACT_WRONG_ANSWER","35","q_a68cced2","Seguridad vial","El transporte por carretera es una actividad productiva caracterizada por el","trabajo: • a ritmos acelerados. • sometido a excesos de responsabilidad. • Las respuestas A y C son correctas.","ser un trabajo a ritmos acelerados.","MANUAL_VARIANT_REVIEW","manual_review_variant","ACCEPT_PDF_ANSWER","MEDIUM","Pack answer appears incomplete (34 chars vs PDF 106 chars). PDF preferred — confirm wording difference is minor.","true","ACCEPT_PDF_ANSWER",""
"P3_NEAR_EXACT_WRONG_ANSWER","147","q_94c7e4a3","Seguridad vial","¿Cuáles de los siguientes tipos de accidente es frecuente que afecte a los trabajadores de empresas de transporte?","• Caída de personas a distinto nivel. • Atropellos por vehículos y maquinaria auxiliar. • Exposición continuada a vibraciones. • Todas las respuestas anteriores son correctas.","Caída de personas a distinto nivel.","MANUAL_VARIANT_REVIEW","manual_review_variant","ACCEPT_PDF_ANSWER","MEDIUM","Pack answer appears incomplete (34 chars vs PDF 171 chars). PDF preferred — confirm wording difference is minor.","true","ACCEPT_PDF_ANSWER",""
"P3_NEAR_EXACT_WRONG_ANSWER","157","q_04471f99","Seguridad vial","¿Cuáles de los siguientes son accidentes con forma no traumática?","• Los infartos. • Los derrames cerebrales. • Las respuestas A y B son correctas.","Los infartos.","MANUAL_VARIANT_REVIEW","manual_review_variant","ACCEPT_PDF_ANSWER","MEDIUM","Pack answer appears incomplete (12 chars vs PDF 77 chars). PDF preferred — confirm wording difference is minor.","true","ACCEPT_PDF_ANSWER",""
"P3_NEAR_EXACT_WRONG_ANSWER","282","q_4735971c","Salud y ergonomía","¿Qué son las enfermedades profesionales?","Las contraídas a consecuencia de un trabajo ejecutado en las actividades especificadas en el cuadro que, a tal efecto, se apruebe.","Las contraídas a consecuencia del trabajo.","MANUAL_VARIANT_REVIEW","manual_review_variant","ACCEPT_PDF_ANSWER","MEDIUM","Pack answer appears incomplete (41 chars vs PDF 127 chars). PDF preferred — confirm wording difference is minor.","true","ACCEPT_PDF_ANSWER",""
"P3_NEAR_EXACT_WRONG_ANSWER","66","q_0c45de73","Geral","¿Cuál de los siguientes países no pertenece al denominado ""Espacio Schengen""?","Marruecos.","Portugal.","MANUAL_VARIANT_REVIEW","manual_review_variant","ACCEPT_PDF_ANSWER","MEDIUM","Pack answer appears incomplete (8 chars vs PDF 9 chars). PDF preferred — confirm wording difference is minor.","true","ACCEPT_PDF_ANSWER",""
"P3_NEAR_EXACT_WRONG_ANSWER","31","q_3c6ce90f","Geral","Cuando los equipos de protección individual superen los controles estipulados, se deberá estampar sobre el producto…","el marcado CE que, en el caso de los equipos de categoría III, irá seguido del número de identificación del organismo notificado que haya participado en el procedimiento de evaluación de la conformidad.","las siglas ""CE"", que irán seguidas de un número de cuatro dígitos en el caso de los equipos de categoría III.","MANUAL_VARIANT_REVIEW","manual_review_variant","NEEDS_EXPERT","LOW","Near-identical question (sim=0.9913) with different but related answers (overlap 21%). Could be legitimate variant — requires subject-matter expert review.","true","ACCEPT_PACK_ANSWER",""
"P3_NEAR_EXACT_WRONG_ANSWER","64","q_76682f29","Salud y ergonomía","Durante viajes largos y sobre todo por la noche, ¿qué bebida no es aconsejable tomar?","Leche caliente.","Zumos.","MANUAL_VARIANT_REVIEW","manual_review_variant","ACCEPT_PDF_ANSWER","MEDIUM","Pack answer appears incomplete (5 chars vs PDF 14 chars). PDF preferred — confirm wording difference is minor.","true","ACCEPT_PDF_ANSWER",""
"P3_NEAR_EXACT_WRONG_ANSWER","17","q_fa3e9e7a","Normativa de transportes","Según la normativa española, en las inspecciones llevadas a cabo en carretera, ¿quién tendrá la consideración de representante de la empresa en relación con la documentación relativa al transporte que existe obligación de llevar a bordo del vehículo?","El conductor.","El empresario.","MANUAL_VARIANT_REVIEW","manual_review_variant","ACCEPT_PDF_ANSWER","MEDIUM","Pack answer appears incomplete (13 chars vs PDF 12 chars). PDF preferred — confirm wording difference is minor.","true","ACCEPT_PDF_ANSWER",""
"P3_NEAR_EXACT_WRONG_ANSWER","22","q_c491bdcb","Seguridad vial","¿En qué consiste la conducción preventiva?","En ser consciente de los riesgos y anticiparse a posibles situaciones de peligro.","El aprendizaje necesario hasta obtener el carné de conducir.","MANUAL_VARIANT_REVIEW","manual_review_variant","ACCEPT_PDF_ANSWER","MEDIUM","Answers are unrelated (overlap 0%) despite near-identical questions (sim=0.9512). PDF answer preferred — human review required due to question wording difference.","true","ACCEPT_PDF_ANSWER",""
"P3_NEAR_EXACT_WRONG_ANSWER","49","q_d9fad63e","Normativa de transportes","¿Qué se conoce como empatía en un profesional de una empresa de transporte?","La voluntad de comprender y satisfacer las necesidades del cliente.","La demostración de la volunta","MANUAL_VARIANT_REVIEW","manual_review_variant","ACCEPT_PDF_ANSWER","MEDIUM","Answers are unrelated (overlap 0%) despite near-identical questions (sim=0.9865). PDF answer preferred — human review required due to question wording difference.","true","ACCEPT_PDF_ANSWER",""
"P3_NEAR_EXACT_WRONG_ANSWER","53","q_886175aa","Geral","En un transporte de calidad, ¿el cuidado de qué elementos tangibles es más importante?","El de los vehículos.","El material informativo y de comunicación con los clientes.","MANUAL_VARIANT_REVIEW","manual_review_variant","ACCEPT_PDF_ANSWER","MEDIUM","Answers are unrelated (overlap 0%) despite near-identical questions (sim=0.9518). PDF answer preferred — human review required due to question wording difference.","true","ACCEPT_PDF_ANSWER",""
"P3_NEAR_EXACT_WRONG_ANSWER","98","q_34cd8c5c","Conducción racional","¿Qué parte de un autobús es imprescindible que esté en buenas condiciones al ser inspeccionado?","• Los dispositivos de señalización de paradas o aviso al conductor. • El cierre seguro de las puertas. • Los escalones de entrada. • Todas las respuestas son correctas.","Las mesitas para comer en el pasillo central.","MANUAL_VARIANT_REVIEW","manual_review_variant","ACCEPT_PDF_ANSWER","MEDIUM","Pack answer appears incomplete (44 chars vs PDF 164 chars). PDF preferred — confirm wording difference is minor.","true","ACCEPT_PDF_ANSWER",""
