"pdfNumber","pdfQuestion","similarity","packId","packQuestion","packCategory","answerStatus","pdfAnswer","packCorrect"
"113","En caso de condiciones meteorológicas adversas por nieve, ¿qué se recomienda hacer si el nivel de circulación es rojo?","0.913","q_dd4310a4","En caso de condiciones meteorológicas adversas, ¿qué se recomienda hacer si el nivel de circulación es rojo?","Seguridad vial","ANSWER_MATCH","Emplear cadenas.","Emplear cadenas."
"114","En caso de condiciones meteorológicas adversas por nieve, ¿qué se recomienda hacer si el nivel de circulación es amarillo?","0.916","q_144da797","En caso de condiciones meteorológicas adversas, ¿qué se recomienda hacer si el nivel de circulación es amarillo?","Seguridad vial","ANSWER_MATCH","Aumentar la distancia de seguridad.","Aumentar la distancia de seguridad."
"115","En caso de condiciones meteorológicas adversas por nieve, ¿qué se recomienda hacer si el nivel de circulación es verde?","0.9138","q_cbfe926b","En caso de condiciones meteorológicas adversas, ¿qué se recomienda hacer si el nivel de circulación es verde?","Seguridad vial","ANSWER_MATCH","Extremar la prudencia.","Extremar la prudencia."
"132","¿Cuál es la principal consecuencia que tiene la niebla en la conducción?","0.92","q_2c51087a","¿Cuál es la principal consecuencia que tiene la niebla durante la conducción?","Seguridad vial","ANSWER_CONFLICT","La pérdida de visibilidad.","La formación de zonas inundadas."
"137","En caso que exista un viento fuerte, ¿cómo debemos conducir?","0.95","q_5916ec3d","En caso que existiera un viento fuerte, ¿cómo debemos conducir?","Seguridad vial","ANSWER_MATCH","Utilizando una relación de marchas lo más corta posible.","Utilizando una relación de marchas lo más corta posible."
"2","¿Cada cuánto tiempo debe seguirse un curso de formación continua para la renovación de la tarjeta de cualificación del conductor (CAP)?","0.9695","q_fea04926","¿Cada cuánto tiempo debe seguirse un curso de formación continua para la renovación de la tarjeta de cualificación del conductor?","Documentación","ANSWER_MATCH","Al menos, cada 5 años.","Al menos cada 5 años."
"4","¿Cómo considera el Reglamento (CE) 561/2006 el tiempo utilizado en viajar, en tren o ferry y con acceso a una litera, a un lugar para hacerse cargo de un vehículo equipado con tacógrafo?","0.9468","q_ef47b5dc","¿Cómo considera el Reglamento Comunitario 561/2006 el tiempo utilizado en viajar, en tren o ferry y con acceso a una litera, a un lugar para hacerse cargo de un vehículo equipado con tacógrafo?","Tacógrafo y tiempos","ANSWER_MATCH","Tiempo de pausa o descanso.","Tiempo de pausa o descanso."
"6","¿Cómo pueden demostrar los conductores profesionales de otros países, que efectúen transportes en España, que cumplen los requisitos de formación y cualificación exigidos por la normativa?","0.9733","q_a54ebeda","¿Cómo pueden demostrar los conductores profesionales de terceros países que efectúen transportes en España que cumplen los requisitos de formación y cualificación exigidos por la normativa?","Normativa de transportes","ANSWER_CONFLICT","• Con el permiso de conducción de modelo comunitario que lleve el código armonizado correspondiente inscrito en él. • Con la tarjeta de cualificación del conductor, en la que constará el código comunitario correspondiente. • Con el certificado de conductor de terceros países previsto en el Reglamento (CE) 1072/2009, si incluye el código correspondiente. • Todas las respuestas anteriores son correctas.","Con el permiso de conducción de modelo comunitario, con el código comunitario inscrito en él."
"16","¿Cómo se denomina la tarjeta de tacógrafo que identifica al organismo de control y permite acceder a la información almacenada en la memoria o en las tarjetas de conductor a efectos de su lectura o impresión?","0.8142","q_66fae1da","¿Cómo se denomina la tarjeta de tacógrafo que identifica al organismo de control y posiblemente al agente encargado del control y permite acceder a la información almacenada en la memoria o en las tarjetas de conductor a efectos de su lectura o impresión?","Tacógrafo y tiempos","ANSWER_MATCH","Tarjeta de control.","Tarjeta de control."
"17","¿Cómo se denomina la tarjeta de tacógrafo que identifica a su titular y permite probar, activar, calibrar y transferir datos del tacógrafo digital?","0.979","q_3a2c0167","¿Cómo se denomina la tarjeta de tacógrafo que identifica al titular y permite probar, activar, calibrar y transferir datos del tacógrafo digital?","Tacógrafo y tiempos","ANSWER_MATCH","Tarjeta de centro de ensayo.","Tarjeta de centro de ensayo."
"19","Los datos que registra un tacógrafo analógico son recogidos en unos documentos llamados:","0.908","q_4c3c778a","Los datos que registra un tacógrafo digital son recogidos en unos documentos llamados:","Tacógrafo y tiempos","ANSWER_MATCH","hojas de registro.","hojas de registro."
"35","¿Qué Reglamento de la Unión Europea regula los tiempos de conducción y descanso de los conductores de vehículos de transporte por carretera?","0.9058","q_47e5214f","¿Qué Reglamento Europeo regula los tiempos de conducción y descanso de los conductores de vehículos de transporte por carretera?","Seguridad vial","ANSWER_MATCH","El Reglamento (CE) 561/2006 del Parlamento Europeo y del Consejo, de 15 de marzo de 2006, relativo a la armonización de determinadas disposiciones en materia social en el sector de los transportes por carretera.","El Reglamento (CE) 561/2006 del Parlamento europeo y del Consejo de 15 de marzo de 2006 relativo a la armonización de determinadas disposiciones en materia social en el sector de los transportes por carretera."
"39","¿Se considera infracción que un conductor prolongue su jornada diaria de conducción hasta alcanzar 10 horas 30 minutos?","0.906","q_9f43ad6d","¿Se considera infracción que un conductor prolongue su jornada diaria de conducción hasta alcanzar 10 horas?","Normativa de transportes","ANSWER_CONFLICT","Sí, aunque excepcionalmente, por motivos de seguridad, se permite llegar a un punto de parada adecuado.","Sí, si lo hace más de dos veces a la semana."
"41","¿Se considera una infracción no llevar insertada la hoja de registro o disco- diagrama en el tacógrafo cuando ello resulte exigible?","0.9922","q_5004536f","¿Se considera una infracción no llevar insertada la hoja de registro o disco-diagrama en el tacógrafo cuando ello resulte exigible?","Tacógrafo y tiempos","ANSWER_MATCH","Sí, se considera una infracción muy grave.","Sí, se considera una infracción muy grave."
"43","En un vehículo provisto de tacógrafo analógico, ¿qué deberá estar en disposición de presentar el conductor a los agentes de control, referido al día en curso y los 28 días anteriores?","0.9372","q_8fc05943","En un vehículo provisto de tacógrafo analógico, ¿qué deberá estar en disposición de representar el conductor a los agentes de control, y siempre referido al día en curso y los 28 días anteriores?","Tacógrafo y tiempos","ANSWER_CONFLICT","Los discos-diagrama utilizados por el conductor en ese período y la tarjeta de conductor si posee una.","Sólo está obligado a presentar los discos-diagramas y no la tarjeta de conductor puesto que el tacógrafo es analógico."
"45","La descarga de datos de las tarjetas de tacógrafo de los conductores deberá hacerse, al menos:","0.9892","q_eba7fa9c","La descarga de datos de las tarjetas de tacógrafos de los conductores deberá hacerse, al menos,:","Tacógrafo y tiempos","ANSWER_CONFLICT","cada 28 días con actividad registrada.","cada 31 días."
"47","Efectuar un descanso diario normal de 10 horas y media, ¿qué tipo de infracción se considera?","0.8444","q_33908fbf","Efectuar un descanso diario normal de 10:30, ¿qué tipo de infracción se considera?","Tacógrafo y tiempos","ANSWER_MATCH","Leve.","Leve."
"54","La realización de transportes de fondos u objetos de valor en vehículos especialmente equipados para ello está:","0.9545","q_160908c7","La realización de transportes de fondos u objetos de valor en vehículos especialmente equipados para ello:","Geral","ANSWER_MATCH","exenta del uso de tacógrafo.","está exento del uso de tacógrafo."
"55","La realización de transportes íntegramente desarrollados en islas cuya superficie no supere 250 kilómetros cuadrados, siempre que estas no se encuentren unidas al territorio peninsular por ningún puente, vado o túnel cuyo uso esté abierto a los vehículos:","0.9844","q_8b32a62d","La realización de transportes íntegramente desarrollados en islas cuya superficie no supere los 250 kilómetros cuadrados, siempre que éstas no se encuentren unidas al territorio peninsular por ningún puente, vado o túnel cuyo uso esté abierto a los vehículos,:","Mercancías peligrosas","ANSWER_MATCH","está exento del uso de tacógrafo.","está exento del uso de tacógrafo."
"56","La tarjeta de tacógrafo de un conductor no puede ser retirada y remitida a la autoridad administrativa que la entregó cuando:","0.8871","q_eaae2561","La tarjeta del tacógrafo digital no puede ser retirada y remitida a la autoridad administrativa que la entregó cuando:","Normativa de transportes","NEEDS_REVIEW","se compruebe un exceso en los tiempos de conducción.","se exceda en los tiempos de conducción."
"57","Antes de concluir seis períodos consecutivos de 24 horas cada uno desde la finalización del período de descanso semanal anterior, el conductor debe comenzar:","0.9419","q_bae164b2","Antes de concluir seis periodos consecutivos de 24 horas cada uno desde la finalización del periodo de descanso semanal anterior, el conductor debe:","Tacógrafo y tiempos","NEEDS_REVIEW","un período de descanso semanal.","comenzar un periodo de descanso semanal."
"59","Cuando se agota la capacidad de almacenamiento de la memoria del tacógrafo digital, ¿qué ocurre con los datos más antiguos?","0.8108","q_45bfb244","Cuando se agota la capacidad de almacenamiento de la memoria de la unidad intravehicular del tacógrafo digital, ¿qué ocurre con los datos más antiguos?","Tacógrafo y tiempos","ANSWER_MATCH","Se sustituyen por otros nuevos.","Se sustituyen por otros nuevos."
"60","Cuando se efectúa un descanso semanal reducido, el Reglamento (CE) 561/2006 obliga a compensar el tiempo restante. ¿Cómo debe realizarse esa compensación?","0.9359","q_84ac6edf","Cuando se efectúa un descanso semanal reducido, el Reglamento Comunitario 561/2006 obliga a compensar el tiempo restante. ¿Cómo debe realizarse esa compensación?","Tacógrafo y tiempos","ANSWER_CONFLICT","• Deberá tomarse la compensación junto con otro período de descanso de, al menos, nueve horas. • Se compensará con un descanso equivalente tomado en una sola vez antes de finalizar la tercera semana siguiente a la semana de que se trate. • Las respuestas B y C son correctas.","Deberá tomarse la compensación antes de que finalice la semana en curso."
"61","De acuerdo con el Reglamento (CE) 561/2006, ¿a qué concepto se refiere la expresión ""cualquier período ininterrumpido durante el cual un conductor pueda disponer libremente de su tiempo""?","0.8513","q_1e4e5af9","De acuerdo con el Reglamento Comunitario (CE) 561/2006, ¿a qué concepto corresponde esta definición: ""Cualquier periodo ininterrumpido durante el cual un conductor pueda disponer libremente de su tiempo""?","Normativa de transportes","ANSWER_MATCH","Descanso.","Descanso."
"62","De acuerdo con el Reglamento (CE) 561/2006, ¿a qué concepto se refiere la expresión ""el período de tiempo comprendido entre las 00.00 del lunes y las 24.00 del domingo""?","0.8497","q_e7b45ef1","De acuerdo con el Reglamento Comunitario (CE) 561/2006, ¿a qué concepto corresponde la definición: ""El periodo de tiempo comprendido entre las 00.00 del lunes y las 24.00 del domingo""?","Normativa de transportes","ANSWER_MATCH","Semana.","Semana."
"63","De acuerdo con el Reglamento (CE) 561/2006, ¿a qué concepto se refiere la expresión ""el tiempo acumulado total de conducción entre el final de un período de descanso diario y el principio del siguiente período de descanso diario o un período de descanso diario y un período de descanso semanal""?","0.8933","q_2ef51634","De acuerdo con el Reglamento Comunitario (CE) 561/2006, ¿a qué concepto corresponde esta definición: ""El tiempo acumulado total de conducción entre el final de un periodo de descanso diario y el principio del siguiente periodo de descanso diario o un período de descanso diario y un período de descanso semanal"".","Tacógrafo y tiempos","ANSWER_MATCH","Tiempo diario de conducción.","Tiempo diario de conducción."
"65","De acuerdo con el Reglamento (CE) 561/2006, para calcular el tiempo semanal de conducción deberá tenerse en cuenta:","0.9016","q_d9a6424c","De acuerdo con el Reglamento Comunitario (CE) 561/2006, para calcular el  tiempo semanal de conducción deberá tenerse en cuenta:.","Normativa de transportes","ANSWER_MATCH","todas las horas de conducción efectuadas en territorio comunitario o en un país tercero.","todas las horas de conducción efectuadas tanto en territorio comunitario como en un país tercero."
"87","En caso de avería o mal funcionamiento del tacógrafo analógico, el conductor:","0.8","q_62d9d5e4","En caso de avería o mal funcionamiento del tacógrafo digital, el aparato:","Tacógrafo y tiempos","ANSWER_CONFLICT","indicará los bloques de tiempos en una hoja, que adjuntará a los discos-diagrama, y seguirá trabajando.","será reparado tan pronto lo permitan las circunstancias."
"88","En caso de avería o mal funcionamiento del tacógrafo analógico, el conductor:","0.8","q_62d9d5e4","En caso de avería o mal funcionamiento del tacógrafo digital, el aparato:","Tacógrafo y tiempos","ANSWER_CONFLICT","anotará los datos relativos a los bloques de tiempos en la hoja de registro o en una hoja al efecto, que deberá adjuntar a la hoja de registro.","será reparado tan pronto lo permitan las circunstancias."
"89","En caso de avería o mal funcionamiento del tacógrafo digital, el aparato será:","0.9342","q_62d9d5e4","En caso de avería o mal funcionamiento del tacógrafo digital, el aparato:","Tacógrafo y tiempos","ANSWER_MATCH","reparado tan pronto lo permitan las circunstancias.","será reparado tan pronto lo permitan las circunstancias."
"90","En caso de avería o mal funcionamiento del tacógrafo digital, el aparato será:","0.9342","q_62d9d5e4","En caso de avería o mal funcionamiento del tacógrafo digital, el aparato:","Tacógrafo y tiempos","ANSWER_CONFLICT","reparado en el camino si el regreso a los locales de la empresa va a tardar más de una semana desde el día de la avería.","será reparado tan pronto lo permitan las circunstancias."
"91","En caso de avería o mal funcionamiento del tacógrafo digital, el conductor:","0.9041","q_62d9d5e4","En caso de avería o mal funcionamiento del tacógrafo digital, el aparato:","Tacógrafo y tiempos","ANSWER_CONFLICT","indicará los bloques de tiempos en una hoja al efecto, que adjuntará a la tarjeta, y seguirá trabajando.","será reparado tan pronto lo permitan las circunstancias."
"93","En el tacógrafo digital, ¿cómo se denomina la acción por la que el aparato de control pasa a ser totalmente operativo y realiza todas sus funciones, incluidas las de seguridad?","0.9244","q_0e1d317f","En el tacógrafo digital, ¿cómo se denomina a la fase en que el aparato de control pasa a ser totalmente operativo y realiza todas sus funciones, incluidas las de seguridad?","Tacógrafo y tiempos","ANSWER_MATCH","Activación.","Activación."
"94","En el transcurso de dos semanas consecutivas, el conductor tendrá que tomar:","0.8916","q_6244d1d7","En el transcurso de dos semanas consecutivas, el conductor tendrá que tomar al menos:","Geral","ANSWER_CONFLICT","• dos períodos de descanso semanal normal. • un período de descanso semanal normal y un período de descanso semanal reducido de, al menos, 24 horas. • Las respuestas A y B son correctas.","dos periodos de descanso semanal normal."
"110","Los tacógrafos fabricados para ser instalados en los vehículos deben estar:","0.8933","q_b5774eaf","Los tacógrafos construidos para ser instalados en los vehículos deben estar:","Tacógrafo y tiempos","ANSWER_MATCH","debidamente homologados.","debidamente homologados."
"113","Los transportes de mercancías de carácter privado complementario, realizados en el marco de su propia actividad empresarial por empresas agrícolas que se desarrollen íntegramente en un radio de 100 kilómetros alrededor del centro de explotación de la empresa:","0.9922","q_bb1efa51","Los transportes de mercancías de carácter privado complementario realizados en el marco de su propia actividad empresarial por empresas agrícolas que se desarrollen íntegramente en un radio de 50 kilómetros alrededor del centro de explotación de la empresa:","Mecánica y mantenimiento","ANSWER_MATCH","están exentos de llevar instalado tacógrafo.","están exentos de llevar instalado tacógrafo."
"114","Los transportes de mercancías de carácter privado complementario, realizados en el marco de su propia actividad empresarial por empresas forestales que se desarrollen íntegramente en un radio de 100 kilómetros alrededor del centro de explotación de la empresa:","0.9922","q_d0a22db6","Los transportes de mercancías de carácter privado complementario realizados en el marco de su propia actividad empresarial por empresas forestales que se desarrollen íntegramente en un radio de 50 kilómetros alrededor del centro de explotación de la empresa:","Mecánica y mantenimiento","ANSWER_MATCH","están exentos de llevar instalado tacógrafo.","están exentos de llevar instalado tacógrafo."
"121","Los transportes efectuados mediante vehículos o conjuntos de vehículos de MMA no superior a 7,5 toneladas, utilizados para el transporte no comercial de mercancías:","0.9758","q_4883540a","Los transportes efectuados mediante vehículos o conjuntos de vehículos de una MMA no superior a 7,5 toneladas utilizados para el transporte no comercial de mercancías:","Normativa de transportes","ANSWER_MATCH","están exentos del uso de tacógrafo.","están exentos del uso de tacógrafo."
"122","Los transportes efectuados mediante vehículos oficiales, utilizados por el Ejército, la Policía, los bomberos, etc., en el ejercicio de sus funciones:","0.9346","q_22295b66","Los transportes efectuados mediante vehículos oficiales, vehículos utilizados por el ejército, la policía, los bomberos, etc. en el ejercicio de sus funciones:","Salud y ergonomía","ANSWER_MATCH","están exentos del uso de tacógrafo.","están exentos del  uso de tacógrafo."
"123","Los transportes efectuados mediante vehículos que se sometan a pruebas en carretera y vehículos nuevos o transformados que aún no se hayan puesto en circulación:","0.9938","q_b5dffb4b","Los transportes efectuados mediante vehículos que se sometan a pruebas en carreteras y vehículos nuevos o transformados que aún no se hayan puesto en circulación:","Seguridad vial","ANSWER_MATCH","están exentos del uso de tacógrafo.","están exentos de uso de tacógrafo."
"126","Los transportes realizados en vehículos exclusivamente dedicados a la prestación de servicios de alcantarillado:","0.9652","q_9066b308","Los transportes realizados en vehículos exclusivamente dedicados a la prestación de los servicios de alcantarillado:","Geral","ANSWER_MATCH","están exentos de llevar instalado tacógrafo.","están exentos de llevar instalado tacógrafo."
"127","Los transportes realizados para la recogida y eliminación de residuos domésticos a domicilio, íntegramente comprendidos en un radio de 50 kilómetros alrededor del centro de explotación de la empresa titular:","0.8585","q_5439fece","Los transportes realizados para la eliminación de residuos de carácter urbano íntegramente comprendidos en un radio de 50 kilómetros alrededor del centro de explotación de la empresa titular:","Mecánica y mantenimiento","ANSWER_MATCH","están exentos del uso del tacógrafo.","están exentos del uso del tacógrafo."
"130","Si, en una inspección en carretera, el conductor se niega a entregar los discos- diagrama obligados a llevar en el vehículo al agente de control, ¿qué tipo de infracción estaría cometiendo?","0.9945","q_00c0c163","Si, en una inspección en carretera, el conductor se niega a entregar los discos-diagrama obligados a llevar en el vehículo al agente de control, ¿qué tipo de infracción estaría cometiendo?","Normativa de transportes","ANSWER_MATCH","Una infracción muy grave, por obstrucción.","Una infracción muy grave, por obstrucción."
"137","Todo período diario durante el cual el conductor puede disponer libremente de su tiempo puede ser un período:","0.9259","q_7091b00d","Todo periodo diario durante el cual el conductor puede disponer libremente de su tiempo, puede ser un:","Geral","NEEDS_REVIEW","de descanso diario ordinario o de descanso diario reducido.","periodo de descanso diario ordinario o periodo de descanso diario reducido."
"141","Un transporte realizado por un vehículo exclusivamente dedicado a la prestación de servicios que se desarrollan íntegramente en un recinto cerrado, en el que se realizan actividades distintas del transporte por carretera, tales como puertos, aeropuertos y estaciones:","0.9278","q_d210afa9","Un transporte realizado por un vehículo exclusivamente dedicado a la prestación de servicios que se desarrolla íntegramente en un recinto cerrado dedicado a actividades distintas del transporte por carretera, tales como puertos, aeropuertos y estaciones:","Mecánica y mantenimiento","ANSWER_MATCH","está exento de llevar instalado o de usar el tacógrafo.","está exento de llevar instalado o de usar el tacógrafo."
"142","Un vehículo de transporte de mercancías con una MMA de 3 toneladas:","0.8939","q_57b12f5b","Un vehículo de transporte de mercancías con una MMA de 3 tn:","Normativa de transportes","ANSWER_MATCH","está exento de llevar instalado tacógrafo.","está exento de llevar instalado tacógrafo."
"144","¿Qué se pretende conocer con la implantación del tacógrafo en la Unión Europea?","0.8256","q_39e82ae5","¿Qué se pretende conocer con la implantación del aparato de control en la Unión Europea?","Geral","ANSWER_MATCH","Las actividades de los conductores que realicen transporte.","Conocer las actividades de los conductores que realicen transporte."
"151","¿Qué tipos de aparatos de control de tiempos de conducción y descanso existen?","0.8182","q_244a2c3f","¿Qué tipos de aparatos de control de tiempos de conducción y descanso se pueden encontrar?","Salud y ergonomía","ANSWER_MATCH","Analógicos y digitales.","Analógicos y digitales."
"161","¿Cuál de los siguientes vehículos está exento del uso de tacógrafo?","0.9848","q_2ee8548d","¿Cuál de los siguientes vehículos está exento del uso del tacógrafo?","Tacógrafo y tiempos","ANSWER_MATCH","Vehículos cuya velocidad máxima no supere 40 km/h.","Vehículos cuya velocidad máxima no supere los 40 km/h."
"162","Un autocar antiguo, considerado histórico, que transporta viajeros de forma no comercial, ¿está obligado a usar tacógrafo?","0.8417","q_ccbb313e","Un autocar antiguo, considerado histórico, que transporta viajeros de forma no comercial, ¿está obligado a  usar el aparato de control, tacógrafo?","Tacógrafo y tiempos","ANSWER_MATCH","No, nunca.","No, nunca."
"163","¿Cuál de los siguientes vehículos está exento del uso de tacógrafo?","0.9848","q_2ee8548d","¿Cuál de los siguientes vehículos está exento del uso del tacógrafo?","Tacógrafo y tiempos","ANSWER_CONFLICT","Un autocar dedicado exclusivamente a la donación de sangre.","Vehículos cuya velocidad máxima no supere los 40 km/h."
"168","¿Qué vehículo está exento de usar el tacógrafo?","0.9333","q_57c2c018","¿Qué vehículo está exento de usar tacógrafo?","Tacógrafo y tiempos","ANSWER_CONFLICT","Un autocar de una autoescuela dedicado a la formación de alumnos para obtener el permiso de conducción, equipado de modo específico para ello.","Un autocar que realiza transporte discrecional sin salir de una isla cuya superficie es inferior a 1.500 km cuadrados."
"174","Los vehículos exentos del uso del tacógrafo, ¿tienen que usarlo en los recorridos en vacío que necesariamente realicen antes o después del servicio en el que están exentos?","0.8989","q_29f8ef8f","Los vehículos exentos del uso del aparato de control (tacógrafo), ¿tienen que usarlo en los recorridos en vacío que necesariamente realicen antes o después del servicio en el que están exentos?","Tacógrafo y tiempos","ANSWER_MATCH","Nunca.","Nunca."
"179","¿Puede una empresa de transporte remunerar a sus trabajadores en función del volumen de las mercancías transportadas?","0.9008","q_4244683c","¿Puede una empresa de transporte conceder primas a sus trabajadores en función del volumen de las mercancías transportadas?","Normativa de transportes","NEEDS_REVIEW","No, si dichas remuneraciones pudiesen comprometer la seguridad vial.","No, si dichas primas fueran de tal naturaleza que pudiesen comprometer la seguridad en carretera."
"192","En caso de que un conductor haya infringido el Reglamento (CE)561/2006, poniendo en peligro la seguridad vial, las autoridades podrán:","0.9275","q_f13ac99e","En caso de que un conductor infractor haya infringido el Reglamento (CE)561/2006 poniendo en peligro la seguridad vial, las autoridades podrán:","Normativa de transportes","ANSWER_MATCH","retirarle el permiso de conducción.","retirarle el permiso de conducción."
"196","Todos los vehículos con más de nueve plazas, incluido el conductor, que realizan transporte de viajeros están obligados a:","0.8487","q_dd20e1f9","Todos los vehículos con más de nueve plazas, incluido el conductor, que realizan transporte de viajeros:","Normativa de transportes","ANSWER_CONFLICT","llevar tacógrafo instalado, excepto en los casos contemplados en la normativa de transportes.","están obligados a llevar tacógrafo instalado excepto en los casos contemplados en la"
"199","La impresión de datos mediante un tacógrafo digital:","0.8824","q_23a19694","La impresión de datos en un tacógrafo digital:","Tacógrafo y tiempos","ANSWER_MATCH","se puede hacer tanto de los datos del tacógrafo como de la tarjeta.","puede hacerse tanto de los datos del tacógrafo como de la tarjeta."
"204","¿En qué lugar debe estar colocada la placa descriptiva de un tacógrafo?","0.8077","q_ea613eb6","¿En qué lugar debe estar colocada la placa descriptiva de un aparato de control?","Mecánica y mantenimiento","ANSWER_MATCH","En el aparato de control.","En el aparato de control."
"218","El disco-diagrama u hoja de registro debe mantenerse insertado en el tacógrafo analógico durante:","0.9158","q_9cc58f35","El disco-diagrama u hoja de registro debe mantenerse insertado en el tacógrafo analógico:","Tacógrafo y tiempos","ANSWER_MATCH","el tiempo que dure la jornada del conductor.","durante el tiempo que dure la jornada del conductor."
"220","¿Está el conductor obligado a indicar al tacógrafo analógico la actividad que realiza en cada momento?","0.9","q_ffa0fe66","¿Está el conductor obligado a indicar al tacógrafo la actividad que realiza en cada momento?","Tacógrafo y tiempos","ANSWER_MATCH","Sí, debe utilizar el conmutador de actividad para cada cambio que sea necesario.","Sí, debe utilizar el selector de actividad para cada cambio que sea necesario."
"223","Un conductor que conduce una semana 25 horas, ¿cuántas horas puede conducir, como máximo, la semana siguiente, según la reglamentación social europea?","0.9722","q_e41fea3f","Un conductor conduce una semana 25 horas, ¿cuántas horas puede conducir, como máximo, la semana siguiente según la reglamentación social europea?","Tacógrafo y tiempos","ANSWER_MATCH","56 horas.","56 horas."
"231","¿Qué tipos de tiempos establece la normativa laboral española para los conductores profesionales?","0.8962","q_fa7612c9","¿Qué tipos de bloques de tiempos establece la normativa laboral española para los conductores profesionales?","Normativa de transportes","ANSWER_MATCH","Trabajo efectivo y tiempo de presencia.","Trabajo efectivo y tiempo de presencia."
"235","Según la normativa laboral española, los tiempos de presencia de un conductor profesional:","0.8367","q_605a7a70","Según la normativa laboral española, ¿qué es el tiempo de presencia de los conductores profesionales?","Normativa de transportes","ANSWER_CONFLICT","no podrán exceder de 20 horas semanales de promedio en un período de un mes.","Estar a disposición del empresario sin prestar trabajo efectivo."
"237","La normativa laboral española establece para los conductores profesionales un","0.8851","q_60dbd847","La normativa laboral española establece para los conductores profesionales un máximo de:","Normativa de transportes","ANSWER_MATCH","máximo de: 60 horas semanales de trabajo efectivo, que no podrán superarse en ningún caso.","60 horas semanales de trabajo efectivo, que no podrán superarse en ningún caso."
"239","Si un conductor trabaja para varias empresas, ¿cómo debe facilitar al empresario los datos de las horas de trabajo efectuadas para otra empresa, según la normativa laboral española?","0.8362","q_42268e9a","Si un conductor trabaja para varias empresas, ¿cómo debe facilitar al empresario los datos de las horas de trabajo según la normativa laboral española?","Normativa de transportes","ANSWER_MATCH","Por escrito.","Por escrito."
"241","En lo que se refiere a las interrupciones de la jornada de los conductores profesionales, ¿qué establece la normativa laboral española?","0.9398","q_29c49613","En lo que se refiere a las interrupciones de la jornada de los trabajadores profesionales, ¿qué establece la normativa laboral española?","Normativa de transportes","ANSWER_MATCH","Un mínimo de 30 minutos si excede de 6 horas y 45 minutos si excede de 9 horas.","Un mínimo de 30 minutos si excede de 6 horas y 45 minutos si excede de 9 horas."
"244","Según la reglamentación social europea, la pausa en la conducción debe ser de:","0.8846","q_73248a56","Según la reglamentación social europea, la pausa de los conductores debe ser de:","Tacógrafo y tiempos","ANSWER_MATCH","45 minutos cada 4 horas y 30 minutos de conducción.","45 minutos cada 4 horas y 30 minutos de conducción."
"246","Según la reglamentación social europea, si un conductor conduce 3 horas y hace una pausa de 30 minutos, y después conduce otras 3 horas:","0.9398","q_16a01653","Según la reglamentación social europea, si un conductor conduce 3 horas y hace una pausa de 30 minutos, después conduce 3 horas:","Tacógrafo y tiempos","ANSWER_CONFLICT","no está haciendo la pausa correctamente, puesto que en 6 horas de conducción solo ha hecho una pausa de 30 minutos.","está haciendo la pausa correctamente."
"250","Un conductor que en una misma semana lleva una conducción diaria de 9 horas y 15 minutos y otra de 9 horas y 20 minutos, ¿cuántas veces más puede pasar de 9 horas, según la reglamentación social europea?","0.9799","q_23a5af0c","Un conductor en una misma semana lleva una conducción diaria de 9 horas y 15 minutos y otra de 9 horas y 20 minutos, ¿cuántas veces más puede pasar de 9 horas según la reglamentación social europea?","Tacógrafo y tiempos","ANSWER_MATCH","Ninguna.","Ninguna."
"252","Un conductor que lleva acumuladas 50 horas de conducción en una semana, ¿cuántas horas más puede hacer esa semana, según la reglamentación social europea?","0.9533","q_8e1bc602","Un conductor lleva acumuladas 50 horas de conducción una semana, ¿cuántas horas más puede hacer esa semana según la reglamentación social europea?","Tacógrafo y tiempos","ANSWER_MATCH","6 horas más.","6 horas más."
"254","Un conductor que conduce en una semana 52 horas, ¿cuántas horas puede conducir, como máximo, la semana siguiente, según la reglamentación social europea?","0.9592","q_e222f8b7","Un conductor que conduce en una semana 52 horas, ¿cuántas puede conducir, como máximo, la semana siguiente según la reglamentación social europea?","Tacógrafo y tiempos","ANSWER_MATCH","38 horas.","38 horas."
"260","Según la reglamentación social europea, ¿puede un conductor iniciar un descanso semanal 5 días después del fin del anterior descanso semanal?","0.9928","q_c1d0f4f6","Según la reglamentación social europea, ¿puede un conductor iniciar un descanso semanal 7 días después del fin del anterior descanso semanal?","Tacógrafo y tiempos","ANSWER_CONFLICT","Sí.","No, puesto que debería iniciarlo antes de concluir el sexto día."
"261","Según la reglamentación social europea y salvo excepciones, ¿puede un conductor iniciar un descanso semanal 7 días después del fin del anterior descanso semanal?","0.8734","q_c1d0f4f6","Según la reglamentación social europea, ¿puede un conductor iniciar un descanso semanal 7 días después del fin del anterior descanso semanal?","Tacógrafo y tiempos","ANSWER_MATCH","No, puesto que debería iniciarlo antes de concluir el sexto día.","No, puesto que debería iniciarlo antes de concluir el sexto día."
"276","Si un vehículo es descubierto con una manipulación en una inspección del tacógrafo, pero no está funcionando en ese momento:","0.8855","q_b106827d","Si un vehículo es descubierto con una manipulación en una inspección del aparato de control pero no está funcionando en ese momento,:","Normativa de transportes","ANSWER_MATCH","se considera igualmente infracción.","se considera igualmente infracción."
